,name,duration,rating,review
557,Farrah Rahmi,5 years ago,5 stars,It was a very good histories that we should know as an Indonesian..
558,Bilel BBR,3 years ago,5 stars,"Nice place to visit to discover the local culture, price is affordable"
559,Merisa Putri,5 years ago,5 stars,What a historical traveling...
560,dJamhari Asan,4 years ago,5 stars,👌👌👍 …
561,budi riza,5 years ago,5 stars,Worth to visit when you're in jogja. U learn more about jogja history
562,Sara Saraa,4 years ago,5 stars,"Wonderful and beautiful palace, with their kind of people inside.. 😊 …"
563,Hesti Agustini,3 years ago,5 stars,huge with all history
564,Pio Gio,9 months ago,5 stars,Must to see if you are in Jogja
565,Donny Wardhana,4 years ago,5 stars,"A Javanese cultural heritage, well maintained and worth to visit.."
566,Gabriella Ayang Zetika,4 years ago,5 stars,Awesome place to visit
567,Hadeuh,8 years ago,5 stars,Its very good place.its a must visit place if you're visiting yogya
568,Marcella Reina Puspita,4 years ago,5 stars,Where the one of Indonesia kingdoms history you can visit. It's really cultural center
569,Dewi Anggraini,a year ago,5 stars,Education
570,Heldy Vincent,5 years ago,5 stars,Beautiful place. Must-visit place when you're in Yogyakarta.
571,Senja Prananta,8 months ago,5 stars,Jogja it's cozy and friendly
572,Keni,3 years ago,5 stars,Nothing's special.like many boring place around jogja
573,Reny Puji,4 years ago,5 stars,A symbol of jogja which is known by its fine traditional culture.
574,David Stanley,a year ago,5 stars,history ❤️
575,Princa Karim,5 years ago,5 stars,This place is so beautiful!
576,Nixon Widjaja,4 years ago,5 stars,The most marvelous and greatest well-known palace in Indonesia
577,Cindy Arum,4 years ago,5 stars,The central of Javanese' cultures very rich of  history and knowledge! Respect!
578,Audz,3 years ago,5 stars,Nice and enjoyable. The ticket price is cheap too.
579,Priyo Wibowo,5 years ago,5 stars,Historical place that good to educate children about Javanese highest culture
580,W. iP (Windi iNtan),5 years ago,5 stars,"feel at home, yoga in the palace while carrying aroma therapy. ."
581,Jordan Fernaldy,5 years ago,5 stars,"Historic Place, nice for traveler who want to know about Yogyakarta's culture"
582,pajar gumelar,11 months ago,5 stars,Herirage that kids to know well
583,adan Alfatih,a year ago,5 stars,Ok
584,Hadi Saputra,6 years ago,5 stars,"a very historical and sacred place
especially the antiques and pictures"
585,gya Queen,7 years ago,5 stars,My son and my father go there and they said that the place is great
586,Mus‘idul Millah,7 years ago,5 stars,This is the evidence that Mataram Islam Ngayogyakarta Hadiningrat kingdom still exists.
587,Alit Wijana,a year ago,5 stars,Historical building. Tour with a guide.
588,Johanes Sirait,a year ago,5 stars,A very astonishing piece of history
589,Indah Nuraini,4 years ago,5 stars,"Come in and learn, its really a good place to know about the kingdom of Yogyakarta wkwk"
590,Rizky WR Official,5 years ago,5 stars,Best Friend 👏👏🙌😍😍 …
591,Syifa Qalby,4 years ago,5 stars,Amazing place
592,Jacky Linton,5 years ago,5 stars,nice palace
593,Mohd Imran,4 years ago,5 stars,100 stars for Ibu Sari! Tour guide of the year nominee!
594,Ambar Wati,3 years ago,5 stars,It was a great place to see how amazing cultural heritage in Yogyakarta
595,Kresna W.Wijaya,4 years ago,5 stars,a good historical site to introduce culture to future generations
596,sendang prada,4 years ago,5 stars,"Went here on school holiday with kiddos, love the architecture & history"
597,adelia Qori,4 years ago,5 stars,Yogyakarta's icon. A place to learn about history from mataram kingdom
598,Agung Purnadewi,3 years ago,5 stars,Great story inside
599,Rafly Fadly,3 years ago,5 stars,Awesome
600,DigitAdventura,3 years ago,5 stars,"So great, many tourist spot that is really intagrammable"
601,vitri sulthon,4 years ago,5 stars,Part of Indonesian history.....javanesse heritage....full of historical memories
602,Dian Puspacitra,4 years ago,5 stars,Suka💞💞💞💞 …
603,Deden Wahyudiyanto,3 years ago,5 stars,I always love the nuance of the palace and its surrounding environment
604,Si Sentot Family,5 months ago,5 stars,Awesome
605,Benny Mahendra,6 years ago,5 stars,Sultan Palace is great place to visit. Historic and adoreable to visit
606,Jaya Wi364,2 years ago,5 stars,"my pride and joy, palace of our Sultan"
607,Leni Aprilia,4 years ago,5 stars,Good place
608,Nur Fariz Zulhilmi,4 years ago,5 stars,"Nice cozy, you will fill at ease, historical, etc"
609,Josse Darwanto,5 years ago,5 stars,"The place is nice , we can see history of Jogjakarta from this place."
610,Fish Bone,5 years ago,5 stars,The Jogja sultanate palace is main seat sultan of Jogja and his family...
611,Marwan M,2 months ago,5 stars,Sip
612,Jhe Je,a year ago,5 stars,Very beautiful place
613,Emma Cahya,2 years ago,5 stars,"Very good!!!
And I will come back soon"
614,Fitria Nurmastuti,3 years ago,5 stars,Want to meet tourist from abroad. Here the right place❤
615,Verra Okti P.,3 years ago,5 stars,Spechless. This palace very amazing. I will visit again.
616,vergio_ve,5 years ago,5 stars,Excellent place to visit and to study history of Java and Indonesia
617,Holger Bauer,4 years ago,5 stars,A nice place very huge with friendly folks working there
618,Uya Aulia M,5 years ago,5 stars,"This is historical landmark, you must come here if this is your first time in Yogyakarta."
619,Mohammad Imam Kanafi,3 years ago,5 stars,Wes joss
620,Den Jatayu,5 years ago,5 stars,Its on of the pallace still landing in java.  Show last javanese culture.
621,Diah Purnaningsih,3 years ago,5 stars,Nice 😍 …
622,ahmad arinal haq,4 years ago,5 stars,"Full with history, nice guide, and amazing treatmentx service"
623,Ola Oli,8 years ago,5 stars,So good you must come to this palace the heart of java
624,Wahyudi Fitriyanto,4 years ago,5 stars,Historical place and afforable ticket to enter  🤑 …
625,Lex Luthor,2 years ago,5 stars,Nice place to visit... Love it..
626,Phelia Felim,5 years ago,5 stars,You can visit Sri Sultan Hamengkubuwono's house before 4.30 pm
627,Fahmi Iskandar,3 years ago,5 stars,nice palace with its story
628,Nancy W,3 years ago,5 stars,"How wonderful, full of historical myth and cultural."
629,Lita Devina,a year ago,5 stars,Remind me to my childhood here
630,Memoriika,4 years ago,5 stars,Being a local guide for a while ☺️😍 …
631,Ade Yus,5 years ago,5 stars,Missing this place 😊 …
632,sufian tan,10 months ago,5 stars,A must visit place when in Yogya
633,Marwedhi Nurratyo,4 years ago,5 stars,one of very few last stand palace in Java which still has impression on its folk
634,Cery Dewanto,4 years ago,5 stars,Really beautiful place. Heritagenof Jogjakarta
635,yolatasha dwirani putri,3 years ago,5 stars,You can learn their history through their palace
636,Agnes Eliza Musa,4 years ago,5 stars,Love it!
637,Fajar Syamsu MJTV,4 years ago,5 stars,Very historical place and make you come again n again
638,eva fadhilah,4 years ago,5 stars,Good place to know about Jogja's history and cultures
639,Caramel Macchiato,8 months ago,5 stars,Excellent Place
640,Fredrik Sinaga,6 years ago,5 stars,Good spot for see some odd building with a lot of history
641,jason wisely,5 years ago,5 stars,The place palace Is very beautiful and also sunny
642,yulia agustono,a year ago,5 stars,Good place to visit
643,Agustinus Agung,4 years ago,5 stars,"This is the palace of Jogjakarta Sultan, very nice to see if you on Jogjakarta"
644,One Will,11 months ago,5 stars,Very good place
645,Sin N (Ashraff),3 years ago,5 stars,"If you want to know about the history of java, you got there."
646,ilham farid,3 years ago,5 stars,pride local wisdom
647,R Kurniawan,5 years ago,5 stars,"Kind of a memorial place, really nice for hanging out"
648,Khalid Robiyul,3 years ago,5 stars,Most beauty architectur build in 18 century
649,Nirmala Agus,3 years ago,5 stars,City with strong cultural
650,Harry,6 years ago,5 stars,The best and biggest palace in java with living heritage building.
651,M. Hendra Bachtiar,4 years ago,5 stars,Nice and ethnic
652,Ww A Haryanto,3 years ago,5 stars,Historical Palace and Kingdom of Yogyakarta
653,Lina Ambar Melani,5 years ago,5 stars,A historic place in Yogyakarta. You have to visit this place someday.
654,inayah nuru,5 years ago,5 stars,You will find cultural and historical spot here
655,John Nuryadin,3 years ago,5 stars,Historical palace in jogjakarta...beatiful and amazing
656,hady halim,5 years ago,5 stars,a long history of java king...
657,Eric Rumengan,3 months ago,5 stars,Sultan Palace of Yogyakarta
658,Yanuar Satya Chanel,a year ago,5 stars,Heritage palace
659,Wulan Aditia,5 years ago,5 stars,"The historical palace, we can not forget the past, especially the history one 😀 …"
660,sheldon Zedd,4 years ago,5 stars,This place is not a grand palace but rather a place of great culture.
661,Alexius Adhitya Khrisnatama,5 years ago,5 stars,Outstanding. Full of history information and Javanese culture.
662,Eko Prasetyo,4 years ago,5 stars,Nice place to visit
663,Isa,5 years ago,5 stars,historical place.. they have performance every day at 10.30 am
664,Nugroho Nugroho,3 years ago,5 stars,Nice Place
665,iman prastyo,6 years ago,5 stars,Witnessing the yogyakarta great kingdom with its unique cultures and traditions
666,Seraphina Natasha,5 years ago,5 stars,great place where u can learn about javanese culture
667,Jac Cremers,5 years ago,5 stars,A must see place to understand local history.
668,yudy pratama,3 years ago,5 stars,Uyon2.... 17 Feb 2020
669,bima w,a year ago,5 stars,Nice place for vacation and study
670,Prabhu Phamunkas,6 years ago,5 stars,"You can learn about Yogyakarta history, culture, and pride by come to this site."
671,benny laksono,5 years ago,5 stars,"SPECIAL PLACE
TOURIST ATTTRACTION
HISTORIC SITES
SACRED PLACE"
672,Henry Lolong,6 years ago,5 stars,Amazing palace
673,Achmad Sofari Usman,3 years ago,5 stars,Historical culture that never stops me to admire
674,Rifan AS,a year ago,5 stars,DIY best
675,Ádám Kiss,3 years ago,5 stars,it is worth to go...
676,adi prabowo,4 years ago,5 stars,Fantastic location
677,RistandyH channel,7 years ago,5 stars,This is very exotic and romantic place
678,Emiel Brow,4 years ago,5 stars,Good palace
679,Ernest Steven,3 years ago,5 stars,don't forget to hire a guide to explain you about the history of keraton
680,Anis Illahi,5 years ago,5 stars,"went in here on monday watched some performance, live the museum."
681,Dhiya Salsabilla,4 years ago,5 stars,Definitely a must visit if you came to Yogyakarta!
682,Frederick Qualley,4 years ago,5 stars,Quite an interesting look into the world of the Indonesian sultanate.
683,Chi-Chuan Yeh,3 years ago,5 stars,You can understand the life and story of the Kingdom.
684,Ian Blue78,3 years ago,5 stars,Great palace........
685,Farros Prihandoko,8 years ago,5 stars,I'm love jogja...very good city
686,Ocean El S. N.,3 years ago,5 stars,Great place according to this historical story
687,Adam Wicaksono,3 years ago,5 stars,"a good vacation destination,history of jogjakarta culture"
688,Nur,4 years ago,5 stars,beautiful place
689,Haris Ali Sofyan,a year ago,5 stars,Very good
690,Afim Prahesthi (Masfiem),6 years ago,5 stars,Love this places.... Jawa culture. I love Indonesia
691,azam saifullah,5 years ago,5 stars,Its a great historical site that still be used...
692,Romadhony Squad,5 years ago,5 stars,"one of special city in Indonesia, cheap ticket and not far from Malioboro Street"
693,Raimi Holizar,3 years ago,5 stars,The tour guide was very funny and interactive.
694,asung wirawan,a year ago,5 stars,Nice Place to walkaround in Jogja
695,mohamad fadeli,6 years ago,5 stars,Like
696,altair reptile,4 years ago,5 stars,Ok
697,ini AK Channel,4 years ago,5 stars,The incredible of the kingdom of Yogyakarta with the very original and authentic atmosphere
698,Made Buktiana,3 years ago,5 stars,Amazing places
699,mifty fala,5 years ago,5 stars,a must to visit this historical building when you come to Jogjakarta.
700,Nuy Lentik,4 years ago,5 stars,Good place
701,Bhinuko Adistyo Nugroho,5 years ago,5 stars,Nice place for vacation and study about javanes culture..
702,Bung Dominic,5 years ago,5 stars,"Veri historicy place, its cool."
703,Randy Darmawan,3 years ago,5 stars,The place for Sultan and also they have museum inside.
704,Hanisa Damar,5 years ago,5 stars,Biggest historical place in Jogja. The core of history.
705,Nia,4 years ago,5 stars,A great experience!
706,Riski Hartanto,5 years ago,5 stars,great place to visit when you're in jogja
707,Steven Sutantro,5 years ago,5 stars,A cultural and historical place which store the richness of Yogyakarta Palace
708,yunia damayanti,6 years ago,5 stars,Incredible palace.
709,DJ NFRNS,3 years ago,5 stars,The one and only. U should visit b4 u die1
710,Ila Listiyani,2 years ago,5 stars,Amazing
711,Agung Kurniawan,5 years ago,5 stars,The best moment ied mubarak 1426h
712,kristina prahesti,4 years ago,5 stars,Old city
713,Supianto Liu,3 years ago,5 stars,Historical place. Must visit at jogja
714,Lolik Nganchux.2,5 years ago,5 stars,The magnet of Jogjakarta.. you should be here and see the beauty of the palace..
715,Saut LG,4 years ago,5 stars,Place where Jogja's king (called Sultan) ruled their people
716,Titian Nan Teduh (Trip N Treat),4 years ago,5 stars,Must visit it again next time to see the main building.
717,Bob Haigh,9 years ago,5 stars,Very interesting place to visit
718,Omah Guyub TV,5 years ago,5 stars,This place very beautiful and important place for me
719,Nugroho Agung Susanto,3 years ago,5 stars,MY HOME TOWN MY ADVENTURE .....Beautiful Place
720,Neil Sofyar,4 years ago,5 stars,A place to know better about Yogyakarta Royal family culture
721,Wanda Haris Setiawan,3 years ago,5 stars,Nice place to learn history of Yogyakarta and its monarch
722,Eka Anggraini,3 years ago,5 stars,You can learn about traditional culture
723,Sri Nurhayanti,2 years ago,5 stars,"Nice place, good palace"
724,Wahyono Moel,3 years ago,5 stars,historical building
725,Asmorojati Kridatmaja,5 years ago,5 stars,"Friendly people, cool place, beautiful dance"
726,Dinda Nabila,a year ago,5 stars,👍 …
727,Ahmad Reza,5 years ago,5 stars,Amazing
728,Yudha Pramudita,3 years ago,5 stars,Loved it
729,Santoso Arm96,4 years ago,5 stars,The great heritage tourism destination 👏👍👍👍 …
730,Taufik Trisnawan,3 years ago,5 stars,Iconic and historical place to visit.
731,EstaPierlexa Shiro,3 years ago,5 stars,Its place is so great with a lot of great people
732,Harya Wirawan,4 years ago,5 stars,Love this place.. the real javanese culture
733,Fahrul Rosi,5 years ago,5 stars,The herritage of Javanese. Recommended place to visit in Jogjakarta.
734,Laskar Pamungkas,3 years ago,5 stars,Good place to study about Jogja history
735,Eldavira Aryani,3 years ago,5 stars,A perfect place
736,Rollo Tomasi,3 years ago,5 stars,Richly decorated tour with a good tour guide
737,Allan Gusten Octesa,5 years ago,5 stars,Great historical place to visit in Jogja
738,Reanaldy Ibrahim MP,4 years ago,5 stars,A truly beautiful and peaceful place
739,Aji Wirahadikusumah,4 years ago,5 stars,"Classic and elegant, full of history, worth to know!"
740,Christina Rinawati / Maria Damai,3 years ago,5 stars,A place to learn the history of Jogja n Indonesia
741,La Wella,4 years ago,5 stars,It's an epic place! Recommended.
742,chandra gunawan,a year ago,5 stars,"Hot water,..yesss!!!"
743,oldest,4 years ago,5 stars,A traditional place who I loved so much
744,nailu saada,4 years ago,5 stars,Amazing
745,Tomi Hendrawan,4 years ago,5 stars,"Historical place, beautifull and amazing"
746,Yustian S. Priambodo,5 years ago,5 stars,"Place thah have a thousand history, tradition and culture."
747,Yusup Hendriyanto,a year ago,5 stars,good place to visit
748,wasilatul hasanah,2 years ago,5 stars,Nice
749,Kristanto Prasetyo,10 months ago,5 stars,Never ending asia
750,ar fach,a year ago,5 stars,Beautiful n historical
751,nurul anisak,3 years ago,5 stars,One of the famous landmarks to visit when in jogja
752,Friartianto Donny,3 years ago,5 stars,Good place for learning indonesian history
753,Henry Hendiyar,4 years ago,5 stars,Historical Place
754,Bagus Ferriyanto,3 years ago,5 stars,Great place to learn local heritage.
755,Afiffagrosir Underwear,7 months ago,5 stars,Good
756,Dyah Utari Hastrarini,4 years ago,5 stars,Sultan’s House. Also known as keraton yogyakarta
757,Miftah Rahardian Sudirman,5 years ago,5 stars,A recomended place to be visited. Yogyakarta = this place
758,ardi putra,4 years ago,5 stars,Good for kids know culture of yogya..
759,Agus Rivai,4 years ago,5 stars,Stunned...only that what i can say...its javanese king pallace
760,Septia Kartikawati,3 years ago,5 stars,The Best Heritage
761,Nia Lestari,4 years ago,5 stars,So exited❤❤❤
762,Imam Ma'ruf Fuady,7 years ago,5 stars,This place made Jogja still special and always be special
763,Iwan Pirous,6 years ago,5 stars,You can learn the history of Javanese Kingdom here.
764,Giovani Faustine,11 months ago,5 stars,Very friendly people
765,widiya sari,3 years ago,5 stars,Awesome
766,hugo saptosadewo,4 years ago,5 stars,"Historical place, mark the existence of a kingdom which still rules today"
767,Kaidin S,3 years ago,5 stars,ALERIC TOUR & TRAVEL
768,Rooseno Adi,2 years ago,5 stars,Great historical place
769,Bengt Lundell,4 years ago,5 stars,When you been ther in Yogja you must looking on this place
770,Rudy Armawan,3 years ago,5 stars,No word can explain except.... Great
771,Isti Q.H,4 years ago,5 stars,Don't forget to visit this place when you are in Yogjakarta.
772,David Rkt,4 years ago,5 stars,Nice place to visit the heritage at Yogyakarta
773,dwi yanto,5 years ago,5 stars,One of the most popular tourist place in Yogyakarta.
774,ery guanteng,5 years ago,5 stars,"Try ""Museum Kereta"", better view.."
775,baiq raudah,5 years ago,5 stars,Try using guide. It's really helpful.
776,Nofriansyah,4 years ago,5 stars,Amazing
777,mi'raj wahyu,5 years ago,5 stars,Very nice place and humble people
778,Voyage 2 Paradise,4 years ago,5 stars,Where old traditional values are still enforce
779,Johnson Konggidinata,7 years ago,5 stars,Good :p
780,Bagus Chandra S,a year ago,5 stars,Tour guide ramah
781,Hasan Basri,4 years ago,5 stars,Good
782,Kuswoyo woyo,3 years ago,5 stars,Wonderful Place
783,ria nirwana,4 years ago,5 stars,good
784,Ikhvan F. Yudhistira,3 years ago,5 stars,Nice place and quite ambience
785,muhammad habibi,5 years ago,5 stars,The great pcale in yogyakarta.
786,manoeng tourdriver,3 years ago,5 stars,Good destinasion in jogjakarta and at  Monday off
787,iwan purwanto,2 years ago,5 stars,The kingdom. Nice.
788,Faza,a year ago,5 stars,Funny
789,LAGAS SANUR,5 years ago,5 stars,Its beautiful place for holiday with family
790,Gilang Janu,4 years ago,5 stars,Sunsett
791,Susan Litaay,3 years ago,5 stars,"History place , i would be come again 9/10"
792,Deki Surahmat,3 years ago,5 stars,"great place, quiet cool and calm"
793,Briliana Divani,3 years ago,5 stars,Nice to know how Sultan familly live
794,Moefa Moe'ein (Ahmed Bingo),a year ago,5 stars,Never life history
795,Mika S. Rahwono,5 years ago,5 stars,Beautiful castle like building.
796,setya amrih Prasaja,3 years ago,5 stars,Great and wonderfull Javanese royal pallace
797,Andi’s Pawon,4 years ago,5 stars,History of java
798,Afan Sutopo,4 years ago,5 stars,Good place
799,Nurul Mawaddah,4 years ago,5 stars,great
800,Umi Syarifah,3 years ago,5 stars,"Heritage , historical n nice palace"
801,Gregorius Gagat Handoyo (gathan),4 years ago,5 stars,Good place to learn about the culture of Yogya
802,titi M,a year ago,5 stars,👍 …
803,Ardo Artito Martanto,6 years ago,5 stars,Historical place that must visit when came to Jogja
804,Heldy Vincent,5 years ago,5 stars,Great architechture. Lovely place.
805,Tantowi Jauhary,4 years ago,5 stars,Amazing City with culture natural of javanese
806,Emmanuel Kurniawan,5 years ago,5 stars,The most important place In Java ever.
807,Madina's Place,3 years ago,5 stars,Cool! The guide are fluent in English
808,Bible Study,3 years ago,5 stars,At nasional holiday the palace are closed
809,Antin Mailani,5 years ago,5 stars,One of the best tourist destination in Yogyakarta.
810,hendy nugroho,7 years ago,5 stars,I m is javanese. And i love jogja.
811,Krishna Thurai,3 years ago,5 stars,A place of Hindu Buddhist historical past of Java. The Keraton.
812,Shans Rahayu,4 years ago,5 stars,Nice place such a historical
813,Andrias Warsito,4 years ago,5 stars,Good destination tourism place
814,Ophan ID,4 years ago,5 stars,"One of Royal Palace that still exist till now Day 👍, …"
815,Serenade Miolo,5 years ago,5 stars,Historical place and still in use for cultural ceremony
816,Iriadi Istanto,4 years ago,5 stars,Good place for undertstand the history of Yogyakarta
817,Fran,a year ago,5 stars,Historic and vintage place
818,Ardy Putra,4 years ago,5 stars,Epic house of Sultan! Beautiful Palace!
819,Didi Lee,3 years ago,5 stars,Nice place to learn about culture.
820,Bagus Sura,3 years ago,5 stars,Recommended place to visit if you at yogyakarta
821,R Simanjuntak,4 years ago,5 stars,"Fantastic, full memorabilia of the Jogjakarta Sultan"
822,Gavino ken Joananda,4 years ago,5 stars,awsome
823,Putu Ayu Dinda Paramita,4 years ago,5 stars,A must-visited place when you visit Jogja!
824,Saniyem Niyem,3 years ago,5 stars,It's a really good place
825,Rema Risdianto,4 years ago,5 stars,"This place good to know history of Kraton, Yogyakarta 👌👌 …"
826,JPWoRKZ RC,4 years ago,5 stars,If you want to know history of Yogyakarta
827,Bagus Sulistiono,4 years ago,5 stars,The place where the King of Yogyakarta (Sultan) live also this is the symbol of Yogyakarta
828,semerah ruby,3 years ago,5 stars,Its OK
829,Ahmad Fauzan,5 years ago,5 stars,"Nice place, full of history and philosophy,"
830,widodo dwiyono,4 years ago,5 stars,Javanese scenery will come to you here
831,Huril In Afqiha Taubatin,5 years ago,5 stars,Historical place
832,Araminta Shittadevy,3 years ago,5 stars,The most quiet place to visit
833,Yulia Susanti Sanjaya,4 years ago,5 stars,Great Palace... Full of Yogyakarta History
834,Guide JJ,3 years ago,5 stars,One of real traditional city in indonesia
835,rossie ossie,5 years ago,5 stars,Goood place
836,Ikka Okta (Rika Oktaviani),3 years ago,5 stars,So wonderful
837,anindyka pribadi,5 years ago,5 stars,Peacefully 😍 …
838,Taufik H.,5 years ago,5 stars,Very very cool palace
839,Dwi Adhi,2 years ago,5 stars,local guides are very friendly..
840,HINDAYAH TRANS PURWAKARTA,8 months ago,5 stars,Ok
841,Andika Nusanta Utama,3 years ago,5 stars,The real Java
842,Iga Maharani,4 years ago,5 stars,Always feel positive and peace in here
843,Miftahul Habib,7 years ago,5 stars,don't forget to remember the closed hours
844,yenti paula,9 months ago,5 stars,nice place
845,Hermawan N. Imsya Setyoko,6 years ago,5 stars,Good places to learn Jogja history.
846,Zahid Husaini,5 years ago,5 stars,This place have very nice people
847,Edwin Sentinel,2 years ago,5 stars,Antique
848,Andre Giovando,2 years ago,5 stars,Wonderful
849,Rudy S,5 years ago,5 stars,Great place of historic buildings
850,Kurnia Surya,a year ago,5 stars,Its very nice
851,Khoirun Nisa,5 years ago,5 stars,Great place to know the history of yogyakarta
852,Wayaniar Rahmadhani,4 years ago,5 stars,Nice
853,Muhammad Saddam,4 years ago,5 stars,Good places
854,Evi Nurcahyani,3 years ago,5 stars,Right place to learn about history of Jogjakarta
855,Wing Wahyu Winarno,5 years ago,5 stars,One of the most iconic building in Yogyakarta.
856,Katarina Embula,5 years ago,5 stars,Open for public from morning til 2pm.
857,Fariq Warman,3 years ago,5 stars,One of the most highlight in mid java..
858,Virka Melita,a year ago,5 stars,Great place to visit
859,Sutikno Gresik,5 years ago,5 stars,"Old, big and historical mosque in Yogyakarta"
860,Warni Warni01,3 years ago,5 stars,Nice place to learn about history
861,KUBU KUSAM,4 years ago,5 stars,Beautifull
862,Mufi Mufimuf,5 years ago,5 stars,Beautiful
863,ini nindy,3 years ago,5 stars,Good
864,Andi Roy,3 years ago,5 stars,Nice
865,andik hariyanto,5 years ago,5 stars,"We call it keraton,,,the most famous place in yogyakarta"
866,Adnan Farizhi,5 years ago,5 stars,Minimalist mosque absolute design
867,Kristia Sigilipu,3 years ago,5 stars,Great place to learn about the culture
868,User 8769,4 years ago,5 stars,Beautifuel. Traditional art Land of Java
869,Kumaran Kurusamy,3 years ago,5 stars,Nice place
870,Meisya Syarah,4 years ago,5 stars,good
871,Nurochman,4 years ago,5 stars,A great historical place
872,Bertha Windha,2 years ago,5 stars,❤❤❤❤
873,Tito Pandu Brahmanto,5 years ago,5 stars,go to Jogja? you should come here.
874,Diza Tanzira,3 years ago,5 stars,i left my heart in jogja♥️
875,Aya Journey,4 years ago,5 stars,Great place to learn Yogyakarta history
876,Niniek Niniek,11 months ago,5 stars,Goog history place
877,Ucuk Darusalam,5 years ago,5 stars,Good
878,febby lst,5 years ago,5 stars,Amazing local history lesson 💜 …
879,Ida Marlaini,4 years ago,5 stars,Nice place..historical place 👍 …
880,kiki ekiawan,4 years ago,5 stars,"Very traditional, rich of culture"
881,Kriswandi Budiharto,6 years ago,5 stars,"great historic place!
friendly staffs!!!!!!"
882,Legawa Eko Putra,4 years ago,5 stars,Nice place on Saturday night...
883,Erik Ferdiyanto,3 years ago,5 stars,You can get a lot of experience here..
884,Wawan Andriyanto,a year ago,5 stars,Very historical place
885,DCS-2130 DLINK,4 years ago,5 stars,"The Sultan's palace, very interesting"
886,HILLS ENTERTAIMENT,3 years ago,5 stars,Nice
887,Mustika Sabda,4 years ago,5 stars,Well managed
888,Dani Retno Rianti,4 years ago,5 stars,Traditional but modest ❤️
889,Fsa Toll road,a year ago,5 stars,Nice pleace
890,Sunny Right,3 years ago,5 stars,really impressive that see palace
891,My dream -,5 years ago,5 stars,Wonderful place to knowing about Yogyakarta history
892,Didik Firmanto,5 years ago,5 stars,Exotic place for traditional learning :)
893,Oolie Hermudia,5 years ago,5 stars,"visited this place twice, never disappointed"
894,Teodorus Andryan Gunawan,7 years ago,5 stars,Really love this place at night
895,Feri Prihantoro,4 years ago,5 stars,Great place for learn history
896,Dian Purnama,3 years ago,5 stars,Very crowded during the holiday
897,Eddy Rachmat,3 years ago,5 stars,always a must visit place when visiting jogja
898,Wisnu Wardana I Dewa Made,4 years ago,5 stars,Very clasic
899,Pram Iwan,4 years ago,5 stars,"Must visit this place, when you come to Jogjakarta"
900,Adhi Kurnianto,4 years ago,5 stars,Must visit when in jogja
901,Hestin Nurindah,5 years ago,5 stars,An historical bulding which has mystic inside.
902,Neutron Batang,3 years ago,5 stars,The most high value of heritage
903,Triy Maximum,4 years ago,5 stars,National heritage in modern century.
904,para juser,a year ago,5 stars,Good..
905,KK J,3 years ago,5 stars,Magnificent palace that still active.
906,Willy D C,3 years ago,5 stars,Still feel the haunt strongly
907,Frairelly,3 years ago,5 stars,Awesome place when the night comes
908,Arga Krisna,3 years ago,5 stars,"Historical place, nice."
909,Klemens Pramudita,4 years ago,5 stars,Great experience
910,Lian,4 years ago,5 stars,We can learn history
911,Nusaibah,4 years ago,5 stars,Nice historical place of Yogyakarta
912,yuda mardiansyah,a year ago,5 stars,Dont forget about history.
913,andre yuniarto,3 years ago,5 stars,One of finest heritage from Indonesia
914,AB07 KARPET,4 years ago,5 stars,Topobisu 1 muharram 1440 H
915,Teunes on Vacation,4 years ago,5 stars,one of beautiful palace in Central Java
916,angga setyo,8 months ago,5 stars,Cool
917,AWBayu Aji,5 years ago,5 stars,Good people and interesting place
918,slamet Anugrah property,5 years ago,5 stars,woh ok
919,Ezar Dini Hamdani,3 years ago,5 stars,Take some photos with this place as background.
920,iwang yudita,3 years ago,5 stars,Amazing people
921,Suzanti Rizky Handayaningtyas,4 years ago,5 stars,Learn javanese traditional culture
922,Nika Jayamaya,6 years ago,5 stars,The most beautiful place for moslem
923,Alfin Chang,5 years ago,5 stars,Nice palace heritage of java
924,Eko Priyanto,4 years ago,5 stars,Good place and heritage
925,Daiyana Gilang,4 years ago,5 stars,Good place to certain about Yogyakarta Culture
926,Herlim Astuti,6 years ago,5 stars,Nice historical place..
927,Kemal Mirza,7 years ago,5 stars,Very good place
928,Peter Gibson,4 years ago,5 stars,Great dance and gambelen!
929,Ronni Widyantoro,5 years ago,5 stars,"Always love this place, peaceful"
930,Abillicious Tube,8 years ago,5 stars,amazing palace in the world
931,Alexis Wicaksono,6 years ago,5 stars,A well preserved hiatorical place
932,Yandi Suwandi,5 years ago,5 stars,You need to go inside... indeed
933,Ricky Mahendra,4 years ago,5 stars,One of the place you should go when in jogja
934,Kartino Surodipo,3 years ago,5 stars,History
935,Sate Ratu,6 years ago,5 stars,A must see place while in Jogja..
936,rico rico,3 years ago,5 stars,Amazing
937,Soleka Rahayu,4 years ago,5 stars,A piece of java traditional culture
938,Cangkir Beling,4 years ago,5 stars,An iconic building in the heart of jogjakarta
939,nicken fitriany,4 years ago,5 stars,Nice place to hang out
940,Lin N,3 years ago,5 stars,Wonderful historical palace in Yogyakarta.
941,Christianus Arie Wisnu Wijaya,5 years ago,5 stars,A must visit if you are in Jogjakarta.
942,Grace Putri Aria,5 years ago,5 stars,another mandatory place to visit in Jogja
943,Harvin Thedeolin Finsen,5 years ago,5 stars,Nice place to visit.
944,Gue Bosoji,4 years ago,5 stars,Nice
